"","image_name","ground_truth_mask_name","cell_count","blur_level","stain"
"551","SIMCEPImages_H12_C48_F23_s01_w1","SIMCEPImages_A12_C48_F1_s01_w1","48","23","1"
"552","SIMCEPImages_H12_C48_F23_s01_w2","SIMCEPImages_A12_C48_F1_s01_w2","48","23","2"
"553","SIMCEPImages_H12_C48_F23_s02_w1","SIMCEPImages_A12_C48_F1_s02_w1","48","23","1"
"554","SIMCEPImages_H12_C48_F23_s02_w2","SIMCEPImages_A12_C48_F1_s02_w2","48","23","2"
"555","SIMCEPImages_H12_C48_F23_s03_w1","SIMCEPImages_A12_C48_F1_s03_w1","48","23","1"
"556","SIMCEPImages_H12_C48_F23_s03_w2","SIMCEPImages_A12_C48_F1_s03_w2","48","23","2"
"557","SIMCEPImages_H12_C48_F23_s04_w1","SIMCEPImages_A12_C48_F1_s04_w1","48","23","1"
"558","SIMCEPImages_H12_C48_F23_s04_w2","SIMCEPImages_A12_C48_F1_s04_w2","48","23","2"
"559","SIMCEPImages_H12_C48_F23_s05_w1","SIMCEPImages_A12_C48_F1_s05_w1","48","23","1"
"560","SIMCEPImages_H12_C48_F23_s05_w2","SIMCEPImages_A12_C48_F1_s05_w2","48","23","2"
"561","SIMCEPImages_H12_C48_F23_s06_w1","SIMCEPImages_A12_C48_F1_s06_w1","48","23","1"
"562","SIMCEPImages_H12_C48_F23_s06_w2","SIMCEPImages_A12_C48_F1_s06_w2","48","23","2"
"563","SIMCEPImages_H12_C48_F23_s07_w1","SIMCEPImages_A12_C48_F1_s07_w1","48","23","1"
"564","SIMCEPImages_H12_C48_F23_s07_w2","SIMCEPImages_A12_C48_F1_s07_w2","48","23","2"
"565","SIMCEPImages_H12_C48_F23_s08_w1","SIMCEPImages_A12_C48_F1_s08_w1","48","23","1"
"566","SIMCEPImages_H12_C48_F23_s08_w2","SIMCEPImages_A12_C48_F1_s08_w2","48","23","2"
"567","SIMCEPImages_H12_C48_F23_s09_w1","SIMCEPImages_A12_C48_F1_s09_w1","48","23","1"
"568","SIMCEPImages_H12_C48_F23_s09_w2","SIMCEPImages_A12_C48_F1_s09_w2","48","23","2"
"569","SIMCEPImages_H12_C48_F23_s10_w1","SIMCEPImages_A12_C48_F1_s10_w1","48","23","1"
"570","SIMCEPImages_H12_C48_F23_s10_w2","SIMCEPImages_A12_C48_F1_s10_w2","48","23","2"
"571","SIMCEPImages_H12_C48_F23_s11_w1","SIMCEPImages_A12_C48_F1_s11_w1","48","23","1"
"572","SIMCEPImages_H12_C48_F23_s11_w2","SIMCEPImages_A12_C48_F1_s11_w2","48","23","2"
"573","SIMCEPImages_H12_C48_F23_s12_w1","SIMCEPImages_A12_C48_F1_s12_w1","48","23","1"
"574","SIMCEPImages_H12_C48_F23_s12_w2","SIMCEPImages_A12_C48_F1_s12_w2","48","23","2"
"575","SIMCEPImages_H12_C48_F23_s13_w1","SIMCEPImages_A12_C48_F1_s13_w1","48","23","1"
"576","SIMCEPImages_H12_C48_F23_s13_w2","SIMCEPImages_A12_C48_F1_s13_w2","48","23","2"
"577","SIMCEPImages_H12_C48_F23_s14_w1","SIMCEPImages_A12_C48_F1_s14_w1","48","23","1"
"578","SIMCEPImages_H12_C48_F23_s14_w2","SIMCEPImages_A12_C48_F1_s14_w2","48","23","2"
"579","SIMCEPImages_H12_C48_F23_s15_w1","SIMCEPImages_A12_C48_F1_s15_w1","48","23","1"
"580","SIMCEPImages_H12_C48_F23_s15_w2","SIMCEPImages_A12_C48_F1_s15_w2","48","23","2"
"581","SIMCEPImages_H12_C48_F23_s16_w1","SIMCEPImages_A12_C48_F1_s16_w1","48","23","1"
"582","SIMCEPImages_H12_C48_F23_s16_w2","SIMCEPImages_A12_C48_F1_s16_w2","48","23","2"
"583","SIMCEPImages_H12_C48_F23_s17_w1","SIMCEPImages_A12_C48_F1_s17_w1","48","23","1"
"584","SIMCEPImages_H12_C48_F23_s17_w2","SIMCEPImages_A12_C48_F1_s17_w2","48","23","2"
"585","SIMCEPImages_H12_C48_F23_s18_w1","SIMCEPImages_A12_C48_F1_s18_w1","48","23","1"
"586","SIMCEPImages_H12_C48_F23_s18_w2","SIMCEPImages_A12_C48_F1_s18_w2","48","23","2"
"587","SIMCEPImages_H12_C48_F23_s19_w1","SIMCEPImages_A12_C48_F1_s19_w1","48","23","1"
"588","SIMCEPImages_H12_C48_F23_s19_w2","SIMCEPImages_A12_C48_F1_s19_w2","48","23","2"
"589","SIMCEPImages_H12_C48_F23_s20_w1","SIMCEPImages_A12_C48_F1_s20_w1","48","23","1"
"590","SIMCEPImages_H12_C48_F23_s20_w2","SIMCEPImages_A12_C48_F1_s20_w2","48","23","2"
"591","SIMCEPImages_H12_C48_F23_s21_w1","SIMCEPImages_A12_C48_F1_s21_w1","48","23","1"
"592","SIMCEPImages_H12_C48_F23_s21_w2","SIMCEPImages_A12_C48_F1_s21_w2","48","23","2"
"593","SIMCEPImages_H12_C48_F23_s22_w1","SIMCEPImages_A12_C48_F1_s22_w1","48","23","1"
"594","SIMCEPImages_H12_C48_F23_s22_w2","SIMCEPImages_A12_C48_F1_s22_w2","48","23","2"
"595","SIMCEPImages_H12_C48_F23_s23_w1","SIMCEPImages_A12_C48_F1_s23_w1","48","23","1"
"596","SIMCEPImages_H12_C48_F23_s23_w2","SIMCEPImages_A12_C48_F1_s23_w2","48","23","2"
"597","SIMCEPImages_H12_C48_F23_s24_w1","SIMCEPImages_A12_C48_F1_s24_w1","48","23","1"
"598","SIMCEPImages_H12_C48_F23_s24_w2","SIMCEPImages_A12_C48_F1_s24_w2","48","23","2"
"599","SIMCEPImages_H12_C48_F23_s25_w1","SIMCEPImages_A12_C48_F1_s25_w1","48","23","1"
"600","SIMCEPImages_H12_C48_F23_s25_w2","SIMCEPImages_A12_C48_F1_s25_w2","48","23","2"
"601","SIMCEPImages_H13_C53_F23_s01_w1","SIMCEPImages_A13_C53_F1_s01_w1","53","23","1"
"602","SIMCEPImages_H13_C53_F23_s01_w2","SIMCEPImages_A13_C53_F1_s01_w2","53","23","2"
"603","SIMCEPImages_H13_C53_F23_s02_w1","SIMCEPImages_A13_C53_F1_s02_w1","53","23","1"
"604","SIMCEPImages_H13_C53_F23_s02_w2","SIMCEPImages_A13_C53_F1_s02_w2","53","23","2"
"605","SIMCEPImages_H13_C53_F23_s03_w1","SIMCEPImages_A13_C53_F1_s03_w1","53","23","1"
"606","SIMCEPImages_H13_C53_F23_s03_w2","SIMCEPImages_A13_C53_F1_s03_w2","53","23","2"
"607","SIMCEPImages_H13_C53_F23_s04_w1","SIMCEPImages_A13_C53_F1_s04_w1","53","23","1"
"608","SIMCEPImages_H13_C53_F23_s04_w2","SIMCEPImages_A13_C53_F1_s04_w2","53","23","2"
"609","SIMCEPImages_H13_C53_F23_s05_w1","SIMCEPImages_A13_C53_F1_s05_w1","53","23","1"
"610","SIMCEPImages_H13_C53_F23_s05_w2","SIMCEPImages_A13_C53_F1_s05_w2","53","23","2"
"611","SIMCEPImages_H13_C53_F23_s06_w1","SIMCEPImages_A13_C53_F1_s06_w1","53","23","1"
"612","SIMCEPImages_H13_C53_F23_s06_w2","SIMCEPImages_A13_C53_F1_s06_w2","53","23","2"
"613","SIMCEPImages_H13_C53_F23_s07_w1","SIMCEPImages_A13_C53_F1_s07_w1","53","23","1"
"614","SIMCEPImages_H13_C53_F23_s07_w2","SIMCEPImages_A13_C53_F1_s07_w2","53","23","2"
"615","SIMCEPImages_H13_C53_F23_s08_w1","SIMCEPImages_A13_C53_F1_s08_w1","53","23","1"
"616","SIMCEPImages_H13_C53_F23_s08_w2","SIMCEPImages_A13_C53_F1_s08_w2","53","23","2"
"617","SIMCEPImages_H13_C53_F23_s09_w1","SIMCEPImages_A13_C53_F1_s09_w1","53","23","1"
"618","SIMCEPImages_H13_C53_F23_s09_w2","SIMCEPImages_A13_C53_F1_s09_w2","53","23","2"
"619","SIMCEPImages_H13_C53_F23_s10_w1","SIMCEPImages_A13_C53_F1_s10_w1","53","23","1"
"620","SIMCEPImages_H13_C53_F23_s10_w2","SIMCEPImages_A13_C53_F1_s10_w2","53","23","2"
"621","SIMCEPImages_H13_C53_F23_s11_w1","SIMCEPImages_A13_C53_F1_s11_w1","53","23","1"
"622","SIMCEPImages_H13_C53_F23_s11_w2","SIMCEPImages_A13_C53_F1_s11_w2","53","23","2"
"623","SIMCEPImages_H13_C53_F23_s12_w1","SIMCEPImages_A13_C53_F1_s12_w1","53","23","1"
"624","SIMCEPImages_H13_C53_F23_s12_w2","SIMCEPImages_A13_C53_F1_s12_w2","53","23","2"
"625","SIMCEPImages_H13_C53_F23_s13_w1","SIMCEPImages_A13_C53_F1_s13_w1","53","23","1"
"626","SIMCEPImages_H13_C53_F23_s13_w2","SIMCEPImages_A13_C53_F1_s13_w2","53","23","2"
"627","SIMCEPImages_H13_C53_F23_s14_w1","SIMCEPImages_A13_C53_F1_s14_w1","53","23","1"
"628","SIMCEPImages_H13_C53_F23_s14_w2","SIMCEPImages_A13_C53_F1_s14_w2","53","23","2"
"629","SIMCEPImages_H13_C53_F23_s15_w1","SIMCEPImages_A13_C53_F1_s15_w1","53","23","1"
"630","SIMCEPImages_H13_C53_F23_s15_w2","SIMCEPImages_A13_C53_F1_s15_w2","53","23","2"
"631","SIMCEPImages_H13_C53_F23_s16_w1","SIMCEPImages_A13_C53_F1_s16_w1","53","23","1"
"632","SIMCEPImages_H13_C53_F23_s16_w2","SIMCEPImages_A13_C53_F1_s16_w2","53","23","2"
"633","SIMCEPImages_H13_C53_F23_s17_w1","SIMCEPImages_A13_C53_F1_s17_w1","53","23","1"
"634","SIMCEPImages_H13_C53_F23_s17_w2","SIMCEPImages_A13_C53_F1_s17_w2","53","23","2"
"635","SIMCEPImages_H13_C53_F23_s18_w1","SIMCEPImages_A13_C53_F1_s18_w1","53","23","1"
"636","SIMCEPImages_H13_C53_F23_s18_w2","SIMCEPImages_A13_C53_F1_s18_w2","53","23","2"
"637","SIMCEPImages_H13_C53_F23_s19_w1","SIMCEPImages_A13_C53_F1_s19_w1","53","23","1"
"638","SIMCEPImages_H13_C53_F23_s19_w2","SIMCEPImages_A13_C53_F1_s19_w2","53","23","2"
"639","SIMCEPImages_H13_C53_F23_s20_w1","SIMCEPImages_A13_C53_F1_s20_w1","53","23","1"
"640","SIMCEPImages_H13_C53_F23_s20_w2","SIMCEPImages_A13_C53_F1_s20_w2","53","23","2"
"641","SIMCEPImages_H13_C53_F23_s21_w1","SIMCEPImages_A13_C53_F1_s21_w1","53","23","1"
"642","SIMCEPImages_H13_C53_F23_s21_w2","SIMCEPImages_A13_C53_F1_s21_w2","53","23","2"
"643","SIMCEPImages_H13_C53_F23_s22_w1","SIMCEPImages_A13_C53_F1_s22_w1","53","23","1"
"644","SIMCEPImages_H13_C53_F23_s22_w2","SIMCEPImages_A13_C53_F1_s22_w2","53","23","2"
"645","SIMCEPImages_H13_C53_F23_s23_w1","SIMCEPImages_A13_C53_F1_s23_w1","53","23","1"
"646","SIMCEPImages_H13_C53_F23_s23_w2","SIMCEPImages_A13_C53_F1_s23_w2","53","23","2"
"647","SIMCEPImages_H13_C53_F23_s24_w1","SIMCEPImages_A13_C53_F1_s24_w1","53","23","1"
"648","SIMCEPImages_H13_C53_F23_s24_w2","SIMCEPImages_A13_C53_F1_s24_w2","53","23","2"
"649","SIMCEPImages_H13_C53_F23_s25_w1","SIMCEPImages_A13_C53_F1_s25_w1","53","23","1"
"650","SIMCEPImages_H13_C53_F23_s25_w2","SIMCEPImages_A13_C53_F1_s25_w2","53","23","2"
"651","SIMCEPImages_H14_C57_F23_s01_w1","SIMCEPImages_A14_C57_F1_s01_w1","57","23","1"
"652","SIMCEPImages_H14_C57_F23_s01_w2","SIMCEPImages_A14_C57_F1_s01_w2","57","23","2"
"653","SIMCEPImages_H14_C57_F23_s02_w1","SIMCEPImages_A14_C57_F1_s02_w1","57","23","1"
"654","SIMCEPImages_H14_C57_F23_s02_w2","SIMCEPImages_A14_C57_F1_s02_w2","57","23","2"
"655","SIMCEPImages_H14_C57_F23_s03_w1","SIMCEPImages_A14_C57_F1_s03_w1","57","23","1"
"656","SIMCEPImages_H14_C57_F23_s03_w2","SIMCEPImages_A14_C57_F1_s03_w2","57","23","2"
"657","SIMCEPImages_H14_C57_F23_s04_w1","SIMCEPImages_A14_C57_F1_s04_w1","57","23","1"
"658","SIMCEPImages_H14_C57_F23_s04_w2","SIMCEPImages_A14_C57_F1_s04_w2","57","23","2"
"659","SIMCEPImages_H14_C57_F23_s05_w1","SIMCEPImages_A14_C57_F1_s05_w1","57","23","1"
"660","SIMCEPImages_H14_C57_F23_s05_w2","SIMCEPImages_A14_C57_F1_s05_w2","57","23","2"
"661","SIMCEPImages_H14_C57_F23_s06_w1","SIMCEPImages_A14_C57_F1_s06_w1","57","23","1"
"662","SIMCEPImages_H14_C57_F23_s06_w2","SIMCEPImages_A14_C57_F1_s06_w2","57","23","2"
"663","SIMCEPImages_H14_C57_F23_s07_w1","SIMCEPImages_A14_C57_F1_s07_w1","57","23","1"
"664","SIMCEPImages_H14_C57_F23_s07_w2","SIMCEPImages_A14_C57_F1_s07_w2","57","23","2"
"665","SIMCEPImages_H14_C57_F23_s08_w1","SIMCEPImages_A14_C57_F1_s08_w1","57","23","1"
"666","SIMCEPImages_H14_C57_F23_s08_w2","SIMCEPImages_A14_C57_F1_s08_w2","57","23","2"
"667","SIMCEPImages_H14_C57_F23_s09_w1","SIMCEPImages_A14_C57_F1_s09_w1","57","23","1"
"668","SIMCEPImages_H14_C57_F23_s09_w2","SIMCEPImages_A14_C57_F1_s09_w2","57","23","2"
"669","SIMCEPImages_H14_C57_F23_s10_w1","SIMCEPImages_A14_C57_F1_s10_w1","57","23","1"
"670","SIMCEPImages_H14_C57_F23_s10_w2","SIMCEPImages_A14_C57_F1_s10_w2","57","23","2"
"671","SIMCEPImages_H14_C57_F23_s11_w1","SIMCEPImages_A14_C57_F1_s11_w1","57","23","1"
"672","SIMCEPImages_H14_C57_F23_s11_w2","SIMCEPImages_A14_C57_F1_s11_w2","57","23","2"
"673","SIMCEPImages_H14_C57_F23_s12_w1","SIMCEPImages_A14_C57_F1_s12_w1","57","23","1"
"674","SIMCEPImages_H14_C57_F23_s12_w2","SIMCEPImages_A14_C57_F1_s12_w2","57","23","2"
"675","SIMCEPImages_H14_C57_F23_s13_w1","SIMCEPImages_A14_C57_F1_s13_w1","57","23","1"
"676","SIMCEPImages_H14_C57_F23_s13_w2","SIMCEPImages_A14_C57_F1_s13_w2","57","23","2"
"677","SIMCEPImages_H14_C57_F23_s14_w1","SIMCEPImages_A14_C57_F1_s14_w1","57","23","1"
"678","SIMCEPImages_H14_C57_F23_s14_w2","SIMCEPImages_A14_C57_F1_s14_w2","57","23","2"
"679","SIMCEPImages_H14_C57_F23_s15_w1","SIMCEPImages_A14_C57_F1_s15_w1","57","23","1"
"680","SIMCEPImages_H14_C57_F23_s15_w2","SIMCEPImages_A14_C57_F1_s15_w2","57","23","2"
"681","SIMCEPImages_H14_C57_F23_s16_w1","SIMCEPImages_A14_C57_F1_s16_w1","57","23","1"
"682","SIMCEPImages_H14_C57_F23_s16_w2","SIMCEPImages_A14_C57_F1_s16_w2","57","23","2"
"683","SIMCEPImages_H14_C57_F23_s17_w1","SIMCEPImages_A14_C57_F1_s17_w1","57","23","1"
"684","SIMCEPImages_H14_C57_F23_s17_w2","SIMCEPImages_A14_C57_F1_s17_w2","57","23","2"
"685","SIMCEPImages_H14_C57_F23_s18_w1","SIMCEPImages_A14_C57_F1_s18_w1","57","23","1"
"686","SIMCEPImages_H14_C57_F23_s18_w2","SIMCEPImages_A14_C57_F1_s18_w2","57","23","2"
"687","SIMCEPImages_H14_C57_F23_s19_w1","SIMCEPImages_A14_C57_F1_s19_w1","57","23","1"
"688","SIMCEPImages_H14_C57_F23_s19_w2","SIMCEPImages_A14_C57_F1_s19_w2","57","23","2"
"689","SIMCEPImages_H14_C57_F23_s20_w1","SIMCEPImages_A14_C57_F1_s20_w1","57","23","1"
"690","SIMCEPImages_H14_C57_F23_s20_w2","SIMCEPImages_A14_C57_F1_s20_w2","57","23","2"
"691","SIMCEPImages_H14_C57_F23_s21_w1","SIMCEPImages_A14_C57_F1_s21_w1","57","23","1"
"692","SIMCEPImages_H14_C57_F23_s21_w2","SIMCEPImages_A14_C57_F1_s21_w2","57","23","2"
"693","SIMCEPImages_H14_C57_F23_s22_w1","SIMCEPImages_A14_C57_F1_s22_w1","57","23","1"
"694","SIMCEPImages_H14_C57_F23_s22_w2","SIMCEPImages_A14_C57_F1_s22_w2","57","23","2"
"695","SIMCEPImages_H14_C57_F23_s23_w1","SIMCEPImages_A14_C57_F1_s23_w1","57","23","1"
"696","SIMCEPImages_H14_C57_F23_s23_w2","SIMCEPImages_A14_C57_F1_s23_w2","57","23","2"
"697","SIMCEPImages_H14_C57_F23_s24_w1","SIMCEPImages_A14_C57_F1_s24_w1","57","23","1"
"698","SIMCEPImages_H14_C57_F23_s24_w2","SIMCEPImages_A14_C57_F1_s24_w2","57","23","2"
"699","SIMCEPImages_H14_C57_F23_s25_w1","SIMCEPImages_A14_C57_F1_s25_w1","57","23","1"
"700","SIMCEPImages_H14_C57_F23_s25_w2","SIMCEPImages_A14_C57_F1_s25_w2","57","23","2"
"701","SIMCEPImages_H15_C61_F23_s01_w1","SIMCEPImages_A15_C61_F1_s01_w1","61","23","1"
"702","SIMCEPImages_H15_C61_F23_s01_w2","SIMCEPImages_A15_C61_F1_s01_w2","61","23","2"
"703","SIMCEPImages_H15_C61_F23_s02_w1","SIMCEPImages_A15_C61_F1_s02_w1","61","23","1"
"704","SIMCEPImages_H15_C61_F23_s02_w2","SIMCEPImages_A15_C61_F1_s02_w2","61","23","2"
"705","SIMCEPImages_H15_C61_F23_s03_w1","SIMCEPImages_A15_C61_F1_s03_w1","61","23","1"
"706","SIMCEPImages_H15_C61_F23_s03_w2","SIMCEPImages_A15_C61_F1_s03_w2","61","23","2"
"707","SIMCEPImages_H15_C61_F23_s04_w1","SIMCEPImages_A15_C61_F1_s04_w1","61","23","1"
"708","SIMCEPImages_H15_C61_F23_s04_w2","SIMCEPImages_A15_C61_F1_s04_w2","61","23","2"
"709","SIMCEPImages_H15_C61_F23_s05_w1","SIMCEPImages_A15_C61_F1_s05_w1","61","23","1"
"710","SIMCEPImages_H15_C61_F23_s05_w2","SIMCEPImages_A15_C61_F1_s05_w2","61","23","2"
"711","SIMCEPImages_H15_C61_F23_s06_w1","SIMCEPImages_A15_C61_F1_s06_w1","61","23","1"
"712","SIMCEPImages_H15_C61_F23_s06_w2","SIMCEPImages_A15_C61_F1_s06_w2","61","23","2"
"713","SIMCEPImages_H15_C61_F23_s07_w1","SIMCEPImages_A15_C61_F1_s07_w1","61","23","1"
"714","SIMCEPImages_H15_C61_F23_s07_w2","SIMCEPImages_A15_C61_F1_s07_w2","61","23","2"
"715","SIMCEPImages_H15_C61_F23_s08_w1","SIMCEPImages_A15_C61_F1_s08_w1","61","23","1"
"716","SIMCEPImages_H15_C61_F23_s08_w2","SIMCEPImages_A15_C61_F1_s08_w2","61","23","2"
"717","SIMCEPImages_H15_C61_F23_s09_w1","SIMCEPImages_A15_C61_F1_s09_w1","61","23","1"
"718","SIMCEPImages_H15_C61_F23_s09_w2","SIMCEPImages_A15_C61_F1_s09_w2","61","23","2"
"719","SIMCEPImages_H15_C61_F23_s10_w1","SIMCEPImages_A15_C61_F1_s10_w1","61","23","1"
"720","SIMCEPImages_H15_C61_F23_s10_w2","SIMCEPImages_A15_C61_F1_s10_w2","61","23","2"
"721","SIMCEPImages_H15_C61_F23_s11_w1","SIMCEPImages_A15_C61_F1_s11_w1","61","23","1"
"722","SIMCEPImages_H15_C61_F23_s11_w2","SIMCEPImages_A15_C61_F1_s11_w2","61","23","2"
"723","SIMCEPImages_H15_C61_F23_s12_w1","SIMCEPImages_A15_C61_F1_s12_w1","61","23","1"
"724","SIMCEPImages_H15_C61_F23_s12_w2","SIMCEPImages_A15_C61_F1_s12_w2","61","23","2"
"725","SIMCEPImages_H15_C61_F23_s13_w1","SIMCEPImages_A15_C61_F1_s13_w1","61","23","1"
"726","SIMCEPImages_H15_C61_F23_s13_w2","SIMCEPImages_A15_C61_F1_s13_w2","61","23","2"
"727","SIMCEPImages_H15_C61_F23_s14_w1","SIMCEPImages_A15_C61_F1_s14_w1","61","23","1"
"728","SIMCEPImages_H15_C61_F23_s14_w2","SIMCEPImages_A15_C61_F1_s14_w2","61","23","2"
"729","SIMCEPImages_H15_C61_F23_s15_w1","SIMCEPImages_A15_C61_F1_s15_w1","61","23","1"
"730","SIMCEPImages_H15_C61_F23_s15_w2","SIMCEPImages_A15_C61_F1_s15_w2","61","23","2"
"731","SIMCEPImages_H15_C61_F23_s16_w1","SIMCEPImages_A15_C61_F1_s16_w1","61","23","1"
"732","SIMCEPImages_H15_C61_F23_s16_w2","SIMCEPImages_A15_C61_F1_s16_w2","61","23","2"
"733","SIMCEPImages_H15_C61_F23_s17_w1","SIMCEPImages_A15_C61_F1_s17_w1","61","23","1"
"734","SIMCEPImages_H15_C61_F23_s17_w2","SIMCEPImages_A15_C61_F1_s17_w2","61","23","2"
"735","SIMCEPImages_H15_C61_F23_s18_w1","SIMCEPImages_A15_C61_F1_s18_w1","61","23","1"
"736","SIMCEPImages_H15_C61_F23_s18_w2","SIMCEPImages_A15_C61_F1_s18_w2","61","23","2"
"737","SIMCEPImages_H15_C61_F23_s19_w1","SIMCEPImages_A15_C61_F1_s19_w1","61","23","1"
"738","SIMCEPImages_H15_C61_F23_s19_w2","SIMCEPImages_A15_C61_F1_s19_w2","61","23","2"
"739","SIMCEPImages_H15_C61_F23_s20_w1","SIMCEPImages_A15_C61_F1_s20_w1","61","23","1"
"740","SIMCEPImages_H15_C61_F23_s20_w2","SIMCEPImages_A15_C61_F1_s20_w2","61","23","2"
"741","SIMCEPImages_H15_C61_F23_s21_w1","SIMCEPImages_A15_C61_F1_s21_w1","61","23","1"
"742","SIMCEPImages_H15_C61_F23_s21_w2","SIMCEPImages_A15_C61_F1_s21_w2","61","23","2"
"743","SIMCEPImages_H15_C61_F23_s22_w1","SIMCEPImages_A15_C61_F1_s22_w1","61","23","1"
"744","SIMCEPImages_H15_C61_F23_s22_w2","SIMCEPImages_A15_C61_F1_s22_w2","61","23","2"
"745","SIMCEPImages_H15_C61_F23_s23_w1","SIMCEPImages_A15_C61_F1_s23_w1","61","23","1"
"746","SIMCEPImages_H15_C61_F23_s23_w2","SIMCEPImages_A15_C61_F1_s23_w2","61","23","2"
"747","SIMCEPImages_H15_C61_F23_s24_w1","SIMCEPImages_A15_C61_F1_s24_w1","61","23","1"
"748","SIMCEPImages_H15_C61_F23_s24_w2","SIMCEPImages_A15_C61_F1_s24_w2","61","23","2"
"749","SIMCEPImages_H15_C61_F23_s25_w1","SIMCEPImages_A15_C61_F1_s25_w1","61","23","1"
"750","SIMCEPImages_H15_C61_F23_s25_w2","SIMCEPImages_A15_C61_F1_s25_w2","61","23","2"
"751","SIMCEPImages_H16_C66_F23_s01_w1","SIMCEPImages_A16_C66_F1_s01_w1","66","23","1"
"752","SIMCEPImages_H16_C66_F23_s01_w2","SIMCEPImages_A16_C66_F1_s01_w2","66","23","2"
"753","SIMCEPImages_H16_C66_F23_s02_w1","SIMCEPImages_A16_C66_F1_s02_w1","66","23","1"
"754","SIMCEPImages_H16_C66_F23_s02_w2","SIMCEPImages_A16_C66_F1_s02_w2","66","23","2"
"755","SIMCEPImages_H16_C66_F23_s03_w1","SIMCEPImages_A16_C66_F1_s03_w1","66","23","1"
"756","SIMCEPImages_H16_C66_F23_s03_w2","SIMCEPImages_A16_C66_F1_s03_w2","66","23","2"
"757","SIMCEPImages_H16_C66_F23_s04_w1","SIMCEPImages_A16_C66_F1_s04_w1","66","23","1"
"758","SIMCEPImages_H16_C66_F23_s04_w2","SIMCEPImages_A16_C66_F1_s04_w2","66","23","2"
"759","SIMCEPImages_H16_C66_F23_s05_w1","SIMCEPImages_A16_C66_F1_s05_w1","66","23","1"
"760","SIMCEPImages_H16_C66_F23_s05_w2","SIMCEPImages_A16_C66_F1_s05_w2","66","23","2"
"761","SIMCEPImages_H16_C66_F23_s06_w1","SIMCEPImages_A16_C66_F1_s06_w1","66","23","1"
"762","SIMCEPImages_H16_C66_F23_s06_w2","SIMCEPImages_A16_C66_F1_s06_w2","66","23","2"
"763","SIMCEPImages_H16_C66_F23_s07_w1","SIMCEPImages_A16_C66_F1_s07_w1","66","23","1"
"764","SIMCEPImages_H16_C66_F23_s07_w2","SIMCEPImages_A16_C66_F1_s07_w2","66","23","2"
"765","SIMCEPImages_H16_C66_F23_s08_w1","SIMCEPImages_A16_C66_F1_s08_w1","66","23","1"
"766","SIMCEPImages_H16_C66_F23_s08_w2","SIMCEPImages_A16_C66_F1_s08_w2","66","23","2"
"767","SIMCEPImages_H16_C66_F23_s09_w1","SIMCEPImages_A16_C66_F1_s09_w1","66","23","1"
"768","SIMCEPImages_H16_C66_F23_s09_w2","SIMCEPImages_A16_C66_F1_s09_w2","66","23","2"
"769","SIMCEPImages_H16_C66_F23_s10_w1","SIMCEPImages_A16_C66_F1_s10_w1","66","23","1"
"770","SIMCEPImages_H16_C66_F23_s10_w2","SIMCEPImages_A16_C66_F1_s10_w2","66","23","2"
"771","SIMCEPImages_H16_C66_F23_s11_w1","SIMCEPImages_A16_C66_F1_s11_w1","66","23","1"
"772","SIMCEPImages_H16_C66_F23_s11_w2","SIMCEPImages_A16_C66_F1_s11_w2","66","23","2"
"773","SIMCEPImages_H16_C66_F23_s12_w1","SIMCEPImages_A16_C66_F1_s12_w1","66","23","1"
"774","SIMCEPImages_H16_C66_F23_s12_w2","SIMCEPImages_A16_C66_F1_s12_w2","66","23","2"
"775","SIMCEPImages_H16_C66_F23_s13_w1","SIMCEPImages_A16_C66_F1_s13_w1","66","23","1"
"776","SIMCEPImages_H16_C66_F23_s13_w2","SIMCEPImages_A16_C66_F1_s13_w2","66","23","2"
"777","SIMCEPImages_H16_C66_F23_s14_w1","SIMCEPImages_A16_C66_F1_s14_w1","66","23","1"
"778","SIMCEPImages_H16_C66_F23_s14_w2","SIMCEPImages_A16_C66_F1_s14_w2","66","23","2"
"779","SIMCEPImages_H16_C66_F23_s15_w1","SIMCEPImages_A16_C66_F1_s15_w1","66","23","1"
"780","SIMCEPImages_H16_C66_F23_s15_w2","SIMCEPImages_A16_C66_F1_s15_w2","66","23","2"
"781","SIMCEPImages_H16_C66_F23_s16_w1","SIMCEPImages_A16_C66_F1_s16_w1","66","23","1"
"782","SIMCEPImages_H16_C66_F23_s16_w2","SIMCEPImages_A16_C66_F1_s16_w2","66","23","2"
"783","SIMCEPImages_H16_C66_F23_s17_w1","SIMCEPImages_A16_C66_F1_s17_w1","66","23","1"
"784","SIMCEPImages_H16_C66_F23_s17_w2","SIMCEPImages_A16_C66_F1_s17_w2","66","23","2"
"785","SIMCEPImages_H16_C66_F23_s18_w1","SIMCEPImages_A16_C66_F1_s18_w1","66","23","1"
"786","SIMCEPImages_H16_C66_F23_s18_w2","SIMCEPImages_A16_C66_F1_s18_w2","66","23","2"
"787","SIMCEPImages_H16_C66_F23_s19_w1","SIMCEPImages_A16_C66_F1_s19_w1","66","23","1"
"788","SIMCEPImages_H16_C66_F23_s19_w2","SIMCEPImages_A16_C66_F1_s19_w2","66","23","2"
"789","SIMCEPImages_H16_C66_F23_s20_w1","SIMCEPImages_A16_C66_F1_s20_w1","66","23","1"
"790","SIMCEPImages_H16_C66_F23_s20_w2","SIMCEPImages_A16_C66_F1_s20_w2","66","23","2"
